ASV_ID,Domain,Phylum,Class,Order,Family ,Genus,Species,ASV_ID_2
60fc3d2c47a95a192a5c7140429f0b12,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__Halioglobus,s__uncultured_gamma,60fc3d2c47a95a192a5c7140429f0b12
ac6a55d51d80fcc96cae9b346b28a784,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,,,ac6a55d51d80fcc96cae9b346b28a784
8b84a4ddaedff09de10789670dd8d7ec,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,s__uncultured_bacterium,8b84a4ddaedff09de10789670dd8d7ec
46dc5a7606b88aa54f2b3880ff6a3c1c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylopilaceae,g__Hansschlegelia,s__Hansschlegelia_zhihuaiae,46dc5a7606b88aa54f2b3880ff6a3c1c
8c296cedb15dca7eb34be4dbae55e368,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,8c296cedb15dca7eb34be4dbae55e368
e8bfab3f48751090a40b442753afad89,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_planctomycete,e8bfab3f48751090a40b442753afad89
f5dcbec85ec882ad78c7dea7bfeea71e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,f5dcbec85ec882ad78c7dea7bfeea71e
c4930564298ecfc2360e1457baeaf0ee,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sulfitobacter,s__Sulfitobacter_sp.,c4930564298ecfc2360e1457baeaf0ee
033c610ab03a5ec6f9b732dd30cdc2a3,d__Bacteria,,,,,,,033c610ab03a5ec6f9b732dd30cdc2a3
9a7410b794c1e65ad40227754caccd5c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,9a7410b794c1e65ad40227754caccd5c
91cd4feb743ddad883fb39e559c5e0a4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_bacterium,91cd4feb743ddad883fb39e559c5e0a4
05f88052c4b25e9cf7e1cda8fee73642,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,05f88052c4b25e9cf7e1cda8fee73642
28f6c1731182ac4268986221a274e4e3,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,,,,28f6c1731182ac4268986221a274e4e3
31dce03964186643c8d7e997ff4c73b4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Yangia,s__Rhodobacteraceae_bacterium,31dce03964186643c8d7e997ff4c73b4
d2d5321fd59682e61fe0b43616ecfd87,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,,d2d5321fd59682e61fe0b43616ecfd87
dc4115e1dfa35a23d74b85b08307bfd2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Psychromonadaceae,g__Psychromonas,s__uncultured_bacterium,dc4115e1dfa35a23d74b85b08307bfd2
8b6e5275d36e4e286ac43c4f3fee313f,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,s__uncultured_planctomycete,8b6e5275d36e4e286ac43c4f3fee313f
42afe99ed7d530ae12874503683b88a9,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,,,,42afe99ed7d530ae12874503683b88a9
c5d45720118ae590ad7e44b4c34989bd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__MWH-CFBk5,g__MWH-CFBk5,s__uncultured_bacterium,c5d45720118ae590ad7e44b4c34989bd
590ec0bdf3790f34d900746b298850da,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,,,,590ec0bdf3790f34d900746b298850da
91996f4cef7bdf2e0b515b0f4c538965,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,91996f4cef7bdf2e0b515b0f4c538965
aa02af34880b7c380a3050ef7fd53aa5,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter,aa02af34880b7c380a3050ef7fd53aa5
45d8847eb79057cc2c82b84e0902ff76,Unassigned,,,,,,,45d8847eb79057cc2c82b84e0902ff76
6e05087b912a6640e9770acd8e84e41e,d__Bacteria,p__Myxococcota,c__Polyangia,o__Haliangiales,f__Haliangiaceae,g__Haliangium,s__uncultured_bacterium,6e05087b912a6640e9770acd8e84e41e
671dcf69b89b15bbe577664ded61021f,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Altererythrobacter,s__uncultured_bacterium,671dcf69b89b15bbe577664ded61021f
034349b6e9e84ef7c0a1bdf3cf10f950,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,034349b6e9e84ef7c0a1bdf3cf10f950
da95ff18ca1660cb833052c4f98cd81c,d__Bacteria,p__Campilobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurimonadaceae,g__Sulfuricurvum,s__uncultured_bacterium,da95ff18ca1660cb833052c4f98cd81c
d194e134b6dddbd627dab313dc1b6dd2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,d194e134b6dddbd627dab313dc1b6dd2
23c8153e8f47b7bc73a7adea815bbcbb,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,,23c8153e8f47b7bc73a7adea815bbcbb
116ebb228a44aa0515895a1445990c44,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,116ebb228a44aa0515895a1445990c44
6a8c430832ac115e4890dadb0a26b078,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,6a8c430832ac115e4890dadb0a26b078
40127a11b2c4627c29e48818081215f4,d__Bacteria,p__Proteobacteria,,,,,,40127a11b2c4627c29e48818081215f4
a9d6287b1ac82a148d40a12c2dd0f083,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,a9d6287b1ac82a148d40a12c2dd0f083
19a24de53656967c0571e354167621f5,d__Bacteria,,,,,,,19a24de53656967c0571e354167621f5
1269088eaa18fa1c8db0b66e447c77df,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella_pneumoniae,1269088eaa18fa1c8db0b66e447c77df
6351d3fd28f3a343bfd188f7d54698e6,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__uncultured_bacterium,6351d3fd28f3a343bfd188f7d54698e6
c115e7a8984b87732d4b7e38732f9843,d__Bacteria,p__Bacteroidota,c__Bacteroidia,,,,,c115e7a8984b87732d4b7e38732f9843
fc665ed0f966c05bf434b76e93e61e8d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,fc665ed0f966c05bf434b76e93e61e8d
4aea78ed034fa8342db7561dc29e3468,d__Bacteria,,,,,,,4aea78ed034fa8342db7561dc29e3468
a3e53516a01c9ef0589fa9959dd98b9f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__Unknown_Family,g__Marinicella,s__uncultured_bacterium,a3e53516a01c9ef0589fa9959dd98b9f
28ae4a3c6c84517610b1812fcc5ec7b9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__JTB23,f__JTB23,g__JTB23,s__uncultured_bacterium,28ae4a3c6c84517610b1812fcc5ec7b9
2a6198c0956fe2996f482cce8ef12c70,d__Archaea,p__Halobacterota,c__Halobacteria,o__Halobacterales,f__Haloferacaceae,g__Haloparvum,s__uncultured_haloarchaeon,2a6198c0956fe2996f482cce8ef12c70
5adf3368835973bc4319ac2f8755082c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_Saprospiraceae,5adf3368835973bc4319ac2f8755082c
b38d92bc7ee1b91b2f714d25a1f80741,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_bacterium,b38d92bc7ee1b91b2f714d25a1f80741
441a5a3fbe46577f6d2916f26795b296,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas_putida,441a5a3fbe46577f6d2916f26795b296
167198e9b2d1f037f87cf14a360c096c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__uncultured,s__uncultured_bacterium,167198e9b2d1f037f87cf14a360c096c
6da057b1b630677527d39ab1c93b1dba,d__Bacteria,p__Bacteroidota,c__Bacteroidia,,,,,6da057b1b630677527d39ab1c93b1dba
87d6943f4a418e109ab26d6b388d2b86,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,87d6943f4a418e109ab26d6b388d2b86
4ba02bc5c7d9689964c0a34fd6039254,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,,,,4ba02bc5c7d9689964c0a34fd6039254
f4558ab5aaf7bdd6e266e5d361a19d8d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,f4558ab5aaf7bdd6e266e5d361a19d8d
7cd96f4b7340879ca18bc92cce3486ea,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__PB19,f__PB19,g__PB19,s__uncultured_bacterium,7cd96f4b7340879ca18bc92cce3486ea
36d8743a02edfa203ffc4575dcee48ca,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,36d8743a02edfa203ffc4575dcee48ca
89adb046b645e1e02e440e9589859c50,d__Bacteria,,,,,,,89adb046b645e1e02e440e9589859c50
14b28e278cd8906a0b34b0e2056c2aca,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__uncultured,s__uncultured_proteobacterium,14b28e278cd8906a0b34b0e2056c2aca
eb9d924da2bcd62abb055778c22987be,d__Bacteria,,,,,,,eb9d924da2bcd62abb055778c22987be
e2146f8052b97bfffcd4930513ead85c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__uncultured_Alteromonas,e2146f8052b97bfffcd4930513ead85c
f74969cb36841fb8646b314465134fd9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,,,,f74969cb36841fb8646b314465134fd9
2d3ba2c695938a7e8a39bc2b19f38247,d__Bacteria,p__Firmicutes,c__Clostridia,,,,,2d3ba2c695938a7e8a39bc2b19f38247
a57c0f8e3eb415a03be45201ef80506b,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,s__uncultured_bacterium,a57c0f8e3eb415a03be45201ef80506b
f40d9acd06f6e44908d8c39f0d05a837,d__Bacteria,,,,,,,f40d9acd06f6e44908d8c39f0d05a837
78f8c8f29c6491a7cbe056a4ba2ceb3d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,,,,,78f8c8f29c6491a7cbe056a4ba2ceb3d
4bf170fc28e52680d09ca5142937be56,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__uncultured_Alteromonas,4bf170fc28e52680d09ca5142937be56
d7960434ff9e13c51ca8cd2d52cac194,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,,,,d7960434ff9e13c51ca8cd2d52cac194
37f278e7b74c36665a5749d9011a18ba,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,37f278e7b74c36665a5749d9011a18ba
b4a3bcc77825fe40106fd44ca3902915,d__Bacteria,,,,,,,b4a3bcc77825fe40106fd44ca3902915
68db8cfb644ac0d42edf4c45243eb2fc,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,68db8cfb644ac0d42edf4c45243eb2fc
d3282433201624612b805747fbf55fa5,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UCG-005,s__uncultured_bacterium,d3282433201624612b805747fbf55fa5
43588aee53b9b1903cad550798f73de8,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_bacterium,43588aee53b9b1903cad550798f73de8
863517d2b2701ebe193821e95c98739d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Xanthomarina,s__Flavobacteriaceae_bacterium,863517d2b2701ebe193821e95c98739d
ff046bf79ff199d2f38992d2e9008e62,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thioglobaceae,g__SUP05_cluster,s__uncultured_marine,ff046bf79ff199d2f38992d2e9008e62
2c7ca8415f142757e8bee5a3580407f7,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,,,2c7ca8415f142757e8bee5a3580407f7
cbfd9f15a5b4e188716fcffb0819c43c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,,cbfd9f15a5b4e188716fcffb0819c43c
aa837fed2ee8eae201cf762c57071f7f,d__Bacteria,,,,,,,aa837fed2ee8eae201cf762c57071f7f
c9479ba77588f1ddbd0c0cb743ab5de2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Ekhidna,s__uncultured_bacterium,c9479ba77588f1ddbd0c0cb743ab5de2
cb0d848c2d14bbb38827d610dd88325a,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__uncultured,s__uncultured_bacterium,cb0d848c2d14bbb38827d610dd88325a
39cea948d891b522311332dbdd948a2c,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__uncultured,s__uncultured_bacterium,39cea948d891b522311332dbdd948a2c
8f1fff1c6fd15fef7538ff865b7d163a,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,8f1fff1c6fd15fef7538ff865b7d163a
92de56daf1b22db3758341a7157e364c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__uncultured,s__uncultured_organism,92de56daf1b22db3758341a7157e364c
5211b726ae210efb2e86ac0cf3c3102d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Ulvibacter,s__Bacteroidetes_bacterium,5211b726ae210efb2e86ac0cf3c3102d
e2188f2817c5a151990d93a24f5d5378,d__Bacteria,,,,,,,e2188f2817c5a151990d93a24f5d5378
4951c3ad5a00cda430133740c0307051,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Crocinitomix,s__uncultured_bacterium,4951c3ad5a00cda430133740c0307051
7eb0c604ae1cf6ca22f898739fb84547,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae,g__OM27_clade,s__uncultured_bacterium,7eb0c604ae1cf6ca22f898739fb84547
08e32b36b942bf29e73e2ba20d9f43ae,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,08e32b36b942bf29e73e2ba20d9f43ae
ed944bb72169e4f02563cdd5381b0d90,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,ed944bb72169e4f02563cdd5381b0d90
b605dfc3f1595dcfd82aeca52be9a110,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Polaribacter,s__unidentified_marine,b605dfc3f1595dcfd82aeca52be9a110
5f06dd67cdca570ff123e984bde0c9b8,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Sulfitobacter,s__Sulfitobacter_sp.,5f06dd67cdca570ff123e984bde0c9b8
14f1107455c70d41ddca78d85c4e6ab9,d__Bacteria,p__Desulfobacterota,,,,,,14f1107455c70d41ddca78d85c4e6ab9
74abd5b2e9be8979b535ca317bcb9e45,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,,74abd5b2e9be8979b535ca317bcb9e45
38fecac1f4f05c69d26fcf79557b006c,d__Bacteria,p__Chloroflexi,c__Anaerolineae,,,,,38fecac1f4f05c69d26fcf79557b006c
2eb945e61f66e3fec4b66593c6b3d53a,d__Bacteria,p__Firmicutes,,,,,,2eb945e61f66e3fec4b66593c6b3d53a
e444146f115f20f6291e1fadf2e60be6,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pirellula,s__uncultured_planctomycete,e444146f115f20f6291e1fadf2e60be6
c254df3b483099304db907b218e977b6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Psychromonadaceae,g__Psychromonas,s__uncultured_bacterium,c254df3b483099304db907b218e977b6
6caa9cb2a3f3b9f79eb91457f70bc09a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,6caa9cb2a3f3b9f79eb91457f70bc09a
735ba1577b480212680144b075d24402,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,735ba1577b480212680144b075d24402
9352f3d2ba6f516608b98e794dd4c64c,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,9352f3d2ba6f516608b98e794dd4c64c
e01f3dbc5be803f44fa1bf6a4a7d10f3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,,,,,e01f3dbc5be803f44fa1bf6a4a7d10f3
6cbc932ab8892d4229099718f963c22b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,,6cbc932ab8892d4229099718f963c22b
13420b2bc4fce01f984567e727e353fa,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,,13420b2bc4fce01f984567e727e353fa
325e2036bac3f7458763e092391a5318,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,s__uncultured_bacterium,325e2036bac3f7458763e092391a5318
46b693b5f46a62d030e0b94aac7ed6c6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae1,g__Alcanivorax,s__uncultured_Alcanivorax,46b693b5f46a62d030e0b94aac7ed6c6
11e0549e9406ef467157ac2d95879d01,d__Bacteria,,,,,,,11e0549e9406ef467157ac2d95879d01
8409321bf1c69b4f0273db0f7ed8420e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,,,,,8409321bf1c69b4f0273db0f7ed8420e
e2de6cc19275dc333e0e63bafeb16212,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,,e2de6cc19275dc333e0e63bafeb16212
d0c13053e55a6489d4b1f41c427950cc,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,,d0c13053e55a6489d4b1f41c427950cc
96d1e08ee85b3353873259849f27858a,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Gordonia,s__uncultured_bacterium,96d1e08ee85b3353873259849f27858a
95c7d93f6e490cecf1df36dc4b96c7ad,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,95c7d93f6e490cecf1df36dc4b96c7ad
93d370fb31a3f6f607d4366c149d2eaf,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,,,,93d370fb31a3f6f607d4366c149d2eaf
ef14fc433ebf986180faaa64dd2da259,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,ef14fc433ebf986180faaa64dd2da259
c0848f7d0bc4f838908ad69eb5af46f9,d__Bacteria,p__Proteobacteria,,,,,,c0848f7d0bc4f838908ad69eb5af46f9
8ed216ff533a3f19491cf58605533cf0,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,8ed216ff533a3f19491cf58605533cf0
059cae47e2e73ed638f720e30590e0d6,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,,,059cae47e2e73ed638f720e30590e0d6
5d9e28561ac0c9618db2b6ca538f84bd,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,5d9e28561ac0c9618db2b6ca538f84bd
61e990347111845144cc4192ca3a06c3,d__Bacteria,,,,,,,61e990347111845144cc4192ca3a06c3
c9745e2f1fe0ca5af99386e562ad248f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Fluviicola,s__uncultured_bacterium,c9745e2f1fe0ca5af99386e562ad248f
25a13120212de236e4786d1e49450c97,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,,25a13120212de236e4786d1e49450c97
67b387eb47ccc3a043e89f299be2ad3c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__Halioglobus,s__uncultured_gamma,67b387eb47ccc3a043e89f299be2ad3c
d7f7db027b0587d0a9fb66017e91572e,d__Bacteria,p__Firmicutes,c__Clostridia,,,,,d7f7db027b0587d0a9fb66017e91572e
ea63e8d9e325841551766582e218b224,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,,ea63e8d9e325841551766582e218b224
9448a221e6a1c9ef50959cf21bcc55d9,d__Bacteria,,,,,,,9448a221e6a1c9ef50959cf21bcc55d9
47b2793e1b5e34815bdbf841b1a0ea22,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,,47b2793e1b5e34815bdbf841b1a0ea22
765c9c6e1b2f873c9b8417478ab6697c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Xanthomarina,s__Flavobacteriaceae_bacterium,765c9c6e1b2f873c9b8417478ab6697c
e13167eba4295a1906afdf775bd782de,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UCG-005,s__uncultured_bacterium,e13167eba4295a1906afdf775bd782de
bc0bd15d5a77d720268231bebf1a0911,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,s__uncultured_Alteromonas,bc0bd15d5a77d720268231bebf1a0911
7c22c46e38108e2c2b5928013e04d14b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,7c22c46e38108e2c2b5928013e04d14b
852bc47a851a3d664fff7461adf1d9f2,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__uncultured,g__uncultured,s__uncultured_bacterium,852bc47a851a3d664fff7461adf1d9f2
2d83a2db990ec05de6b9f78fcff4ff5d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,2d83a2db990ec05de6b9f78fcff4ff5d
22edf75a557f9728b28ac0032e28c96e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,s__uncultured_bacterium,22edf75a557f9728b28ac0032e28c96e
bae5b787a5870da063b55867cdcf76f3,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter,bae5b787a5870da063b55867cdcf76f3
f67cb8cb91cf51265652ea394065b935,d__Bacteria,,,,,,,f67cb8cb91cf51265652ea394065b935
da946b6715844d1217b9ab8f6f9100bf,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bacteriovoracales,f__Bacteriovoracaceae,g__Peredibacter,s__uncultured_Peredibacter,da946b6715844d1217b9ab8f6f9100bf
865137e69c53039db7b5c21fa1279a33,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,,865137e69c53039db7b5c21fa1279a33
c419ffbcfea5504c004463e8c5cbf350,d__Archaea,p__Halobacterota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae,g__Methanomicrobium,s__archaeon_HR3812-Enrichment-018,c419ffbcfea5504c004463e8c5cbf350
fd25ead67f45572ac1961850e49c6ca4,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Ardenticatenales,f__uncultured,g__uncultured,s__uncultured_bacterium,fd25ead67f45572ac1961850e49c6ca4
60e77aeb38d7fb918f05ace69e0e4b7e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__uncultured,s__uncultured_bacterium,60e77aeb38d7fb918f05ace69e0e4b7e
34dd07104ede72f30c4e06ff95e5d662,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Microbacterium,,34dd07104ede72f30c4e06ff95e5d662
3dd24b6b329ee1729741d304ea430313,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__Legionella_pneumophila,3dd24b6b329ee1729741d304ea430313
9e40fa431fc6a98424efb02334971b1e,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Alcanivoracaceae1,g__Alcanivorax,s__uncultured_Alcanivorax,9e40fa431fc6a98424efb02334971b1e
24ec5ee838ce7c72414cbcd1c6457a49,d__Bacteria,p__Firmicutes,c__Clostridia,,,,,24ec5ee838ce7c72414cbcd1c6457a49
94d77a8fd5f23e2cedb3ccb405fad42c,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Oxyphotobacteria_Incertae_Sedis,f__Unknown_Family,g__Geitlerinema_PCC-8501,s__Leptolyngbya_sp.,94d77a8fd5f23e2cedb3ccb405fad42c
f24eabe0b441313c13283b543d38d073,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prolixibacteraceae,,,f24eabe0b441313c13283b543d38d073
